State,Year,Gender,Race,Age,Education,Current_Consumption,Previous_Year_Consumption,Percent_Consumption_Change
Idaho,2019,Overall,All Races,45 to 64 Years,All Grades,16.7,16.2,3.0864197530864197
Idaho,2019,Overall,All Races,65 Years and Older,All Grades,7.8,9.3,-16.129032258064523
Idaho,2019,Overall,All Races,Age 20 and Older,12th Grade,22.3,21.2,5.1886792452830255
Idaho,2019,Overall,All Races,Age 20 and Older,< 12th Grade,30.8,25.3,21.73913043478261
Idaho,2019,Overall,All Races,Age 20 and Older,> 12th Grade,9.8,10.7,-8.411214953271015
Idaho,2019,Overall,All Races,Age 25 and Older,12th Grade,21.9,20.3,7.881773399014767
Idaho,2019,Overall,All Races,Age 25 and Older,< 12th Grade,29.3,27.0,8.51851851851852
Idaho,2019,Overall,All Races,Age 25 and Older,> 12th Grade,10.4,11.2,-7.1428571428571335
Idaho,2019,Overall,All Races,All Ages,All Grades,15.3,14.7,4.081632653061234
Idaho,2019,Overall,American Indian/Alaska Native,All Ages,All Grades,37.6,,
Idaho,2019,Overall,Asian/Pacific Islander,All Ages,All Grades,,,
Idaho,2019,Overall,Hispanic,All Ages,All Grades,13.0,8.0,62.5
Idaho,2019,Overall,White,All Ages,All Grades,15.3,14.9,2.684563758389264
Illinois,2019,Female,All Races,18 to 44 Years,All Grades,12.7,13.5,-5.925925925925931
Illinois,2019,Female,All Races,All Ages,All Grades,12.1,12.1,0.0
Illinois,2019,Male,All Races,All Ages,All Grades,17.0,18.9,-10.052910052910047
Illinois,2019,Overall,African American,All Ages,All Grades,18.8,21.4,-12.149532710280363
Illinois,2019,Overall,All Races,18 to 24 Years,All Grades,7.4,11.9,-37.81512605042017
Illinois,2019,Overall,All Races,25 to 44 Years,All Grades,18.1,20.4,-11.274509803921555
Illinois,2019,Overall,All Races,45 to 64 Years,All Grades,16.7,15.2,9.868421052631579
Illinois,2019,Overall,All Races,65 Years and Older,All Grades,9.2,9.8,-6.122448979591851
Illinois,2019,Overall,All Races,Age 20 and Older,12th Grade,20.3,19.6,3.5714285714285676
Illinois,2019,Overall,All Races,Age 20 and Older,< 12th Grade,21.5,22.7,-5.286343612334798
Illinois,2019,Overall,All Races,Age 20 and Older,> 12th Grade,11.7,12.7,-7.874015748031496
Illinois,2019,Overall,All Races,Age 25 and Older,12th Grade,20.7,20.0,3.4999999999999964
Illinois,2019,Overall,All Races,Age 25 and Older,< 12th Grade,21.9,23.9,-8.368200836820083
Illinois,2019,Overall,All Races,Age 25 and Older,> 12th Grade,12.1,12.9,-6.201550387596905
Illinois,2019,Overall,All Races,All Ages,All Grades,14.5,15.5,-6.451612903225806
Illinois,2019,Overall,American Indian/Alaska Native,All Ages,All Grades,,,
Illinois,2019,Overall,Asian/Pacific Islander,All Ages,All Grades,10.3,8.1,27.160493827160508
Illinois,2019,Overall,Hispanic,All Ages,All Grades,12.2,10.0,21.999999999999993
Illinois,2019,Overall,White,All Ages,All Grades,14.1,16.1,-12.422360248447214
Indiana,2019,Female,All Races,18 to 44 Years,All Grades,19.4,20.4,-4.901960784313726
Indiana,2019,Female,All Races,All Ages,All Grades,17.3,19.0,-8.947368421052628
Indiana,2019,Male,All Races,All Ages,All Grades,21.2,23.3,-9.012875536480692
Indiana,2019,Overall,African American,All Ages,All Grades,19.6,20.8,-5.769230769230766
Indiana,2019,Overall,All Races,18 to 24 Years,All Grades,13.3,18.4,-27.717391304347817
Indiana,2019,Overall,All Races,25 to 44 Years,All Grades,24.8,24.9,-0.4016064257028027
Indiana,2019,Overall,All Races,45 to 64 Years,All Grades,21.7,25.0,-13.200000000000003
Indiana,2019,Overall,All Races,65 Years and Older,All Grades,10.5,10.6,-0.943396226415091
Indiana,2019,Overall,All Races,Age 20 and Older,12th Grade,24.8,25.4,-2.3622047244094406
Indiana,2019,Overall,All Races,Age 20 and Older,< 12th Grade,35.7,38.7,-7.751937984496124
Indiana,2019,Overall,All Races,Age 20 and Older,> 12th Grade,13.6,15.6,-12.820512820512821
Indiana,2019,Overall,All Races,Age 25 and Older,12th Grade,25.0,25.9,-3.4749034749034697
Indiana,2019,Overall,All Races,Age 25 and Older,< 12th Grade,35.6,37.7,-5.5702917771883325
Indiana,2019,Overall,All Races,Age 25 and Older,> 12th Grade,14.0,15.6,-10.256410256410255
Indiana,2019,Overall,All Races,All Ages,All Grades,19.2,21.1,-9.004739336492902
Indiana,2019,Overall,American Indian/Alaska Native,All Ages,All Grades,45.8,33.2,37.95180722891565
Indiana,2019,Overall,Asian/Pacific Islander,All Ages,All Grades,3.5,9.9,-64.64646464646465
Indiana,2019,Overall,Hispanic,All Ages,All Grades,13.8,12.9,6.976744186046513
Indiana,2019,Overall,White,All Ages,All Grades,19.5,21.8,-10.550458715596333
Iowa,2019,Female,All Races,18 to 44 Years,All Grades,17.4,17.8,-2.2471910112359668
Iowa,2019,Female,All Races,All Ages,All Grades,14.8,15.3,-3.2679738562091503
Iowa,2019,Male,All Races,All Ages,All Grades,17.9,18.0,-0.5555555555555635
Iowa,2019,Overall,African American,All Ages,All Grades,25.3,22.7,11.453744493392076
Iowa,2019,Overall,All Races,18 to 24 Years,All Grades,11.6,14.4,-19.444444444444446
Iowa,2019,Overall,All Races,25 to 44 Years,All Grades,21.8,22.3,-2.242152466367713
Iowa,2019,Overall,All Races,45 to 64 Years,All Grades,18.9,17.6,7.38636363636362
Iowa,2019,Overall,All Races,65 Years and Older,All Grades,8.2,8.6,-4.651162790697679
Iowa,2019,Overall,All Races,Age 20 and Older,12th Grade,23.2,22.6,2.6548672566371585
Iowa,2019,Overall,All Races,Age 20 and Older,< 12th Grade,25.5,30.5,-16.39344262295082
Iowa,2019,Overall,All Races,Age 20 and Older,> 12th Grade,12.9,12.5,3.200000000000003
Iowa,2019,Overall,All Races,Age 25 and Older,12th Grade,23.0,21.6,6.481481481481475
Iowa,2019,Overall,All Races,Age 25 and Older,< 12th Grade,23.6,30.5,-22.622950819672127
Iowa,2019,Overall,All Races,Age 25 and Older,> 12th Grade,13.5,13.0,3.8461538461538463
Iowa,2019,Overall,All Races,All Ages,All Grades,16.4,16.6,-1.2048192771084507
Iowa,2019,Overall,American Indian/Alaska Native,All Ages,All Grades,,,
Iowa,2019,Overall,Asian/Pacific Islander,All Ages,All Grades,8.6,20.5,-58.048780487804876
Iowa,2019,Overall,Hispanic,All Ages,All Grades,8.7,14.2,-38.732394366197184
Iowa,2019,Overall,White,All Ages,All Grades,16.4,16.1,1.863354037267063
Kansas,2019,Female,All Races,18 to 44 Years,All Grades,19.0,18.2,4.3956043956043995
Kansas,2019,Female,All Races,All Ages,All Grades,16.0,16.3,-1.8404907975460165
Kansas,2019,Male,All Races,All Ages,All Grades,16.4,18.3,-10.382513661202198
Kansas,2019,Overall,African American,All Ages,All Grades,20.5,21.2,-3.301886792452827
Kansas,2019,Overall,All Races,18 to 24 Years,All Grades,13.2,14.1,-6.382978723404258
Kansas,2019,Overall,All Races,25 to 44 Years,All Grades,21.3,22.2,-4.054054054054048
Kansas,2019,Overall,All Races,45 to 64 Years,All Grades,17.6,19.5,-9.743589743589736
Kansas,2019,Overall,All Races,65 Years and Older,All Grades,8.3,8.2,1.2195121951219687
Kansas,2019,Overall,All Races,Age 20 and Older,12th Grade,21.0,23.0,-8.695652173913043
Kansas,2019,Overall,All Races,Age 20 and Older,< 12th Grade,38.3,41.0,-6.585365853658543
Kansas,2019,Overall,All Races,Age 20 and Older,> 12th Grade,12.0,12.1,-0.8264462809917327
Kansas,2019,Overall,All Races,Age 25 and Older,12th Grade,21.6,23.5,-8.085106382978717
Kansas,2019,Overall,All Races,Age 25 and Older,< 12th Grade,36.1,39.0,-7.435897435897433
Kansas,2019,Overall,All Races,Age 25 and Older,> 12th Grade,12.3,12.4,-0.8064516129032229
Kansas,2019,Overall,All Races,All Ages,All Grades,16.2,17.2,-5.813953488372094
Kansas,2019,Overall,American Indian/Alaska Native,All Ages,All Grades,35.8,23.5,52.34042553191488
Kansas,2019,Overall,Asian/Pacific Islander,All Ages,All Grades,13.6,10.9,24.770642201834857
Kansas,2019,Overall,Hispanic,All Ages,All Grades,16.6,17.0,-2.35294117647058
Kansas,2019,Overall,White,All Ages,All Grades,15.2,16.8,-9.523809523809533
Kentucky,2019,Female,All Races,18 to 44 Years,All Grades,28.2,29.4,-4.081632653061222
Kentucky,2019,Female,All Races,All Ages,All Grades,25.1,23.3,7.72532188841202
Kentucky,2019,Male,All Races,All Ages,All Grades,22.1,23.2,-4.7413793103448185
Kentucky,2019,Overall,African American,All Ages,All Grades,24.7,24.8,-0.4032258064516186
Kentucky,2019,Overall,All Races,18 to 24 Years,All Grades,14.4,20.4,-29.411764705882344
Kentucky,2019,Overall,All Races,25 to 44 Years,All Grades,30.1,30.8,-2.2727272727272703
Kentucky,2019,Overall,All Races,45 to 64 Years,All Grades,28.2,23.9,17.991631799163184
Kentucky,2019,Overall,All Races,65 Years and Older,All Grades,12.1,13.1,-7.633587786259542
Kentucky,2019,Overall,All Races,Age 20 and Older,12th Grade,29.4,27.5,6.909090909090904
Kentucky,2019,Overall,All Races,Age 20 and Older,< 12th Grade,40.8,38.7,5.426356589147272
Kentucky,2019,Overall,All Races,Age 20 and Older,> 12th Grade,17.1,17.9,-4.469273743016744
Kentucky,2019,Overall,All Races,Age 25 and Older,12th Grade,29.3,27.2,7.720588235294123
Kentucky,2019,Overall,All Races,Age 25 and Older,< 12th Grade,40.8,37.4,9.090909090909088
Kentucky,2019,Overall,All Races,Age 25 and Older,> 12th Grade,17.8,18.1,-1.6574585635359154
Kentucky,2019,Overall,All Races,All Ages,All Grades,23.6,23.4,0.8547008547008669
Kentucky,2019,Overall,American Indian/Alaska Native,All Ages,All Grades,50.2,36.6,37.15846994535519
Kentucky,2019,Overall,Asian/Pacific Islander,All Ages,All Grades,,,
Kentucky,2019,Overall,Hispanic,All Ages,All Grades,22.5,20.3,10.837438423645317
Kentucky,2019,Overall,White,All Ages,All Grades,23.0,23.4,-1.7094017094017033
Louisiana,2019,Female,All Races,18 to 44 Years,All Grades,22.0,19.0,15.789473684210526
Louisiana,2019,Female,All Races,All Ages,All Grades,19.8,18.3,8.19672131147541
Louisiana,2019,Male,All Races,All Ages,All Grades,24.1,22.8,5.7017543859649145
Louisiana,2019,Overall,African American,All Ages,All Grades,22.3,16.1,38.509316770186324
Louisiana,2019,Overall,All Races,18 to 24 Years,All Grades,16.8,13.1,28.244274809160316
Louisiana,2019,Overall,All Races,25 to 44 Years,All Grades,28.4,25.6,10.937499999999988
Louisiana,2019,Overall,All Races,45 to 64 Years,All Grades,23.1,23.2,-0.4310344827586115
Louisiana,2019,Overall,All Races,65 Years and Older,All Grades,12.3,12.0,2.5000000000000058
Louisiana,2019,Overall,All Races,Age 20 and Older,12th Grade,25.4,23.4,8.547008547008547
Louisiana,2019,Overall,All Races,Age 20 and Older,< 12th Grade,41.2,36.4,13.1868131868132
Louisiana,2019,Overall,All Races,Age 20 and Older,> 12th Grade,14.7,14.5,1.3793103448275814
Louisiana,2019,Overall,All Races,Age 25 and Older,12th Grade,25.5,24.8,2.8225806451612874
Louisiana,2019,Overall,All Races,Age 25 and Older,< 12th Grade,40.9,35.8,14.245810055865926
Louisiana,2019,Overall,All Races,Age 25 and Older,> 12th Grade,15.2,14.9,2.013422818791939
Louisiana,2019,Overall,All Races,All Ages,All Grades,21.9,20.5,6.82926829268292
Louisiana,2019,Overall,American Indian/Alaska Native,All Ages,All Grades,31.5,21.3,47.88732394366197
Louisiana,2019,Overall,Asian/Pacific Islander,All Ages,All Grades,,,
Louisiana,2019,Overall,Hispanic,All Ages,All Grades,23.3,21.1,10.426540284360186
Louisiana,2019,Overall,White,All Ages,All Grades,21.9,22.9,-4.366812227074236
Maine,2019,Female,All Races,18 to 44 Years,All Grades,18.0,19.3,-6.73575129533679
Maine,2019,Female,All Races,All Ages,All Grades,15.4,15.5,-0.6451612903225784
Maine,2019,Male,All Races,All Ages,All Grades,19.9,20.1,-0.9950248756219047
Maine,2019,Overall,African American,All Ages,All Grades,5.1,,
Maine,2019,Overall,All Races,18 to 24 Years,All Grades,13.9,14.4,-3.4722222222222223
Maine,2019,Overall,All Races,25 to 44 Years,All Grades,25.0,25.8,-3.1007751937984525
Maine,2019,Overall,All Races,45 to 64 Years,All Grades,20.1,18.9,6.349206349206365
Maine,2019,Overall,All Races,65 Years and Older,All Grades,7.6,8.5,-10.58823529411765
Maine,2019,Overall,All Races,Age 20 and Older,12th Grade,23.5,23.5,0.0
Maine,2019,Overall,All Races,Age 20 and Older,< 12th Grade,47.4,40.9,15.89242053789731
Maine,2019,Overall,All Races,Age 20 and Older,> 12th Grade,11.4,12.8,-10.937500000000002
Maine,2019,Overall,All Races,Age 25 and Older,12th Grade,23.4,23.7,-1.2658227848101296
Maine,2019,Overall,All Races,Age 25 and Older,< 12th Grade,47.0,41.3,13.801452784503638
Maine,2019,Overall,All Races,Age 25 and Older,> 12th Grade,11.8,12.4,-4.838709677419351
Maine,2019,Overall,All Races,All Ages,All Grades,17.6,17.8,-1.1235955056179734
Maine,2019,Overall,American Indian/Alaska Native,All Ages,All Grades,44.5,28.7,55.052264808362374
Maine,2019,Overall,Asian/Pacific Islander,All Ages,All Grades,,,
Maine,2019,Overall,Hispanic,All Ages,All Grades,19.6,26.9,-27.13754646840148
Maine,2019,Overall,White,All Ages,All Grades,17.3,17.6,-1.7045454545454584
Maryland,2019,Female,All Races,18 to 44 Years,All Grades,11.3,12.0,-5.833333333333328
Maryland,2019,Female,All Races,All Ages,All Grades,11.3,11.3,0.0
Maryland,2019,Male,All Races,All Ages,All Grades,14.2,14.0,1.4285714285714235
Maryland,2019,Overall,African American,All Ages,All Grades,12.5,13.7,-8.759124087591236
Maryland,2019,Overall,All Races,18 to 24 Years,All Grades,5.8,8.0,-27.500000000000004
Maryland,2019,Overall,All Races,25 to 44 Years,All Grades,17.0,15.4,10.389610389610388
Maryland,2019,Overall,All Races,45 to 64 Years,All Grades,13.6,14.1,-3.546099290780142
Maryland,2019,Overall,All Races,65 Years and Older,All Grades,8.2,7.9,3.7974683544303662
Maryland,2019,Overall,All Races,Age 20 and Older,12th Grade,19.3,18.5,4.324324324324328
Maryland,2019,Overall,All Races,Age 20 and Older,< 12th Grade,24.6,24.2,1.65289256198348
Maryland,2019,Overall,All Races,Age 20 and Older,> 12th Grade,8.6,8.8,-2.2727272727272845
Maryland,2019,Overall,All Races,Age 25 and Older,12th Grade,20.6,19.1,7.853403141361256
Maryland,2019,Overall,All Races,Age 25 and Older,< 12th Grade,25.7,24.0,7.083333333333331
Maryland,2019,Overall,All Races,Age 25 and Older,> 12th Grade,9.1,9.2,-1.0869565217391266
Maryland,2019,Overall,All Races,All Ages,All Grades,12.7,12.5,1.5999999999999943
Maryland,2019,Overall,American Indian/Alaska Native,All Ages,All Grades,31.9,18.1,76.24309392265191
Maryland,2019,Overall,Asian/Pacific Islander,All Ages,All Grades,5.4,8.2,-34.14634146341462
Maryland,2019,Overall,Hispanic,All Ages,All Grades,9.3,6.8,36.764705882352956
Maryland,2019,Overall,White,All Ages,All Grades,14.2,13.2,7.575757575757576
Massachusetts,2019,Female,All Races,18 to 44 Years,All Grades,9.5,11.8,-19.491525423728817
Massachusetts,2019,Female,All Races,All Ages,All Grades,9.8,11.7,-16.239316239316228
Massachusetts,2019,Male,All Races,All Ages,All Grades,14.5,15.2,-4.605263157894733
Massachusetts,2019,Overall,African American,All Ages,All Grades,14.4,10.9,32.11009174311926
Massachusetts,2019,Overall,All Races,18 to 24 Years,All Grades,7.9,10.1,-21.782178217821777
Massachusetts,2019,Overall,All Races,25 to 44 Years,All Grades,14.4,17.2,-16.279069767441854
Massachusetts,2019,Overall,All Races,45 to 64 Years,All Grades,14.1,13.8,2.173913043478253
Massachusetts,2019,Overall,All Races,65 Years and Older,All Grades,8.0,9.0,-11.11111111111111
Massachusetts,2019,Overall,All Races,Age 20 and Older,12th Grade,19.3,20.1,-3.9800995024875654
Massachusetts,2019,Overall,All Races,Age 20 and Older,< 12th Grade,21.1,32.0,-34.06249999999999
Massachusetts,2019,Overall,All Races,Age 20 and Older,> 12th Grade,8.9,8.5,4.705882352941181
Massachusetts,2019,Overall,All Races,Age 25 and Older,12th Grade,19.9,20.5,-2.92682926829269
Massachusetts,2019,Overall,All Races,Age 25 and Older,< 12th Grade,20.9,32.0,-34.68750000000001
Massachusetts,2019,Overall,All Races,Age 25 and Older,> 12th Grade,9.0,8.6,4.651162790697679
Massachusetts,2019,Overall,All Races,All Ages,All Grades,12.0,13.4,-10.447761194029853
Massachusetts,2019,Overall,American Indian/Alaska Native,All Ages,All Grades,,,
Massachusetts,2019,Overall,Asian/Pacific Islander,All Ages,All Grades,5.9,4.9,20.408163265306122
Massachusetts,2019,Overall,Hispanic,All Ages,All Grades,12.3,13.7,-10.218978102189771
Massachusetts,2019,Overall,White,All Ages,All Grades,12.4,14.1,-12.056737588652478
Michigan,2019,Female,All Races,18 to 44 Years,All Grades,19.7,19.6,0.5102040816326422
Michigan,2019,Female,All Races,All Ages,All Grades,17.2,16.9,1.7751479289940872
Michigan,2019,Male,All Races,All Ages,All Grades,20.2,21.1,-4.265402843601906
Michigan,2019,Overall,African American,All Ages,All Grades,21.9,22.7,-3.5242290748898712
Michigan,2019,Overall,All Races,18 to 24 Years,All Grades,11.1,12.6,-11.904761904761905
Michigan,2019,Overall,All Races,25 to 44 Years,All Grades,25.1,27.3,-8.058608058608057
Michigan,2019,Overall,All Races,45 to 64 Years,All Grades,21.5,20.4,5.3921568627451055
Michigan,2019,Overall,All Races,65 Years and Older,All Grades,9.8,8.8,11.363636363636363
Michigan,2019,Overall,All Races,Age 20 and Older,12th Grade,25.1,25.4,-1.1811023622047132
Michigan,2019,Overall,All Races,Age 20 and Older,< 12th Grade,41.8,38.6,8.290155440414496
Michigan,2019,Overall,All Races,Age 20 and Older,> 12th Grade,13.4,13.7,-2.1897810218978027
Michigan,2019,Overall,All Races,Age 25 and Older,12th Grade,25.6,25.6,0.0
Michigan,2019,Overall,All Races,Age 25 and Older,< 12th Grade,41.9,39.3,6.61577608142494
Michigan,2019,Overall,All Races,Age 25 and Older,> 12th Grade,14.0,14.2,-1.4084507042253471
Michigan,2019,Overall,All Races,All Ages,All Grades,18.7,18.9,-1.0582010582010546
Michigan,2019,Overall,American Indian/Alaska Native,All Ages,All Grades,38.4,40.8,-5.8823529411764675
Michigan,2019,Overall,Asian/Pacific Islander,All Ages,All Grades,6.1,12.1,-49.586776859504134
Michigan,2019,Overall,Hispanic,All Ages,All Grades,24.7,25.9,-4.633204633204631
Michigan,2019,Overall,White,All Ages,All Grades,17.8,17.8,0.0
Minnesota,2019,Female,All Races,18 to 44 Years,All Grades,14.2,15.7,-9.554140127388536
Minnesota,2019,Female,All Races,All Ages,All Grades,13.0,13.5,-3.7037037037037037
Minnesota,2019,Male,All Races,All Ages,All Grades,16.3,16.8,-2.9761904761904763
Minnesota,2019,Overall,African American,All Ages,All Grades,18.1,21.4,-15.42056074766354
Minnesota,2019,Overall,All Races,18 to 24 Years,All Grades,9.2,14.0,-34.28571428571429
Minnesota,2019,Overall,All Races,25 to 44 Years,All Grades,18.5,19.9,-7.035175879396978
Minnesota,2019,Overall,All Races,45 to 64 Years,All Grades,16.9,15.1,11.920529801324497
Minnesota,2019,Overall,All Races,65 Years and Older,All Grades,8.1,8.3,-2.40963855421688
Minnesota,2019,Overall,All Races,Age 20 and Older,12th Grade,22.9,23.7,-3.3755274261603407
Minnesota,2019,Overall,All Races,Age 20 and Older,< 12th Grade,33.0,29.8,10.738255033557046
Minnesota,2019,Overall,All Races,Age 20 and Older,> 12th Grade,10.5,10.9,-3.669724770642205
Minnesota,2019,Overall,All Races,Age 25 and Older,12th Grade,23.3,23.1,0.8658008658008627
Minnesota,2019,Overall,All Races,Age 25 and Older,< 12th Grade,33.4,27.5,21.45454545454545
Minnesota,2019,Overall,All Races,Age 25 and Older,> 12th Grade,10.8,11.3,-4.424778761061947
Minnesota,2019,Overall,All Races,All Ages,All Grades,14.6,15.1,-3.3112582781456954
Minnesota,2019,Overall,American Indian/Alaska Native,All Ages,All Grades,36.1,49.3,-26.774847870182548
Minnesota,2019,Overall,Asian/Pacific Islander,All Ages,All Grades,13.7,10.2,34.31372549019608
Minnesota,2019,Overall,Hispanic,All Ages,All Grades,13.8,13.6,1.4705882352941255
Minnesota,2019,Overall,White,All Ages,All Grades,14.0,14.6,-4.109589041095888
Mississippi,2019,Female,All Races,18 to 44 Years,All Grades,18.3,19.5,-6.153846153846151
Mississippi,2019,Female,All Races,All Ages,All Grades,16.9,18.1,-6.6298342541436615
Mississippi,2019,Male,All Races,All Ages,All Grades,24.2,23.2,4.310344827586207
Mississippi,2019,Overall,African American,All Ages,All Grades,18.1,18.8,-3.723404255319145
Mississippi,2019,Overall,All Races,18 to 24 Years,All Grades,16.1,10.8,49.07407407407408
Mississippi,2019,Overall,All Races,25 to 44 Years,All Grades,26.1,25.2,3.57142857142858
Mississippi,2019,Overall,All Races,45 to 64 Years,All Grades,23.1,25.7,-10.116731517509718
Mississippi,2019,Overall,All Races,65 Years and Older,All Grades,10.7,11.1,-3.6036036036036068
Mississippi,2019,Overall,All Races,Age 20 and Older,12th Grade,25.3,23.6,7.203389830508471
Mississippi,2019,Overall,All Races,Age 20 and Older,< 12th Grade,31.9,35.0,-8.857142857142861
Mississippi,2019,Overall,All Races,Age 20 and Older,> 12th Grade,15.3,15.2,0.6578947368421146
Mississippi,2019,Overall,All Races,Age 25 and Older,12th Grade,25.6,24.7,3.643724696356284
Mississippi,2019,Overall,All Races,Age 25 and Older,< 12th Grade,31.0,34.9,-11.17478510028653
Mississippi,2019,Overall,All Races,Age 25 and Older,> 12th Grade,15.6,16.3,-4.294478527607369
Mississippi,2019,Overall,All Races,All Ages,All Grades,20.4,20.5,-0.4878048780487874
Mississippi,2019,Overall,American Indian/Alaska Native,All Ages,All Grades,,,
Mississippi,2019,Overall,Asian/Pacific Islander,All Ages,All Grades,,,
Mississippi,2019,Overall,Hispanic,All Ages,All Grades,,,
Mississippi,2019,Overall,White,All Ages,All Grades,20.6,21.4,-3.738317757009333
Missouri,2019,Female,All Races,18 to 44 Years,All Grades,22.7,22.0,3.1818181818181785
Missouri,2019,Female,All Races,All Ages,All Grades,18.7,18.4,1.6304347826086996
Missouri,2019,Male,All Races,All Ages,All Grades,20.6,20.5,0.4878048780487874
Missouri,2019,Overall,African American,All Ages,All Grades,22.6,22.1,2.262443438914027
Missouri,2019,Overall,All Races,18 to 24 Years,All Grades,13.9,18.6,-25.26881720430108
Missouri,2019,Overall,All Races,25 to 44 Years,All Grades,25.5,24.6,3.6585365853658476
Missouri,2019,Overall,All Races,45 to 64 Years,All Grades,22.1,21.0,5.238095238095245
Missouri,2019,Overall,All Races,65 Years and Older,All Grades,10.8,9.8,10.204081632653061
Missouri,2019,Overall,All Races,Age 20 and Older,12th Grade,23.8,23.0,3.4782608695652204
Missouri,2019,Overall,All Races,Age 20 and Older,< 12th Grade,39.6,41.1,-3.6496350364963503
Missouri,2019,Overall,All Races,Age 20 and Older,> 12th Grade,14.7,14.3,2.7972027972027873
Missouri,2019,Overall,All Races,Age 25 and Older,12th Grade,24.2,23.0,5.217391304347823
Missouri,2019,Overall,All Races,Age 25 and Older,< 12th Grade,39.3,38.4,2.3437499999999964
Missouri,2019,Overall,All Races,Age 25 and Older,> 12th Grade,15.2,14.6,4.109589041095888
Missouri,2019,Overall,All Races,All Ages,All Grades,19.6,19.4,1.0309278350515612
Missouri,2019,Overall,American Indian/Alaska Native,All Ages,All Grades,45.7,31.9,43.26018808777431
Missouri,2019,Overall,Asian/Pacific Islander,All Ages,All Grades,5.6,,
Missouri,2019,Overall,Hispanic,All Ages,All Grades,18.3,18.1,1.1049723756906038
Missouri,2019,Overall,White,All Ages,All Grades,18.8,18.9,-0.5291005291005179
Montana,2019,Female,All Races,18 to 44 Years,All Grades,19.2,20.3,-5.418719211822667
Montana,2019,Female,All Races,All Ages,All Grades,16.5,17.3,-4.624277456647403
Montana,2019,Male,All Races,All Ages,All Grades,16.7,18.7,-10.695187165775401
Montana,2019,Overall,African American,All Ages,All Grades,,,
Montana,2019,Overall,All Races,18 to 24 Years,All Grades,11.4,13.9,-17.985611510791365
Montana,2019,Overall,All Races,25 to 44 Years,All Grades,23.0,24.0,-4.166666666666667
Montana,2019,Overall,All Races,45 to 64 Years,All Grades,18.1,19.8,-8.585858585858583
Montana,2019,Overall,All Races,65 Years and Older,All Grades,9.0,10.0,-10.0
Montana,2019,Overall,All Races,Age 20 and Older,12th Grade,24.8,25.7,-3.5019455252918235
Montana,2019,Overall,All Races,Age 20 and Older,< 12th Grade,34.0,34.4,-1.1627906976744145
Montana,2019,Overall,All Races,Age 20 and Older,> 12th Grade,11.4,13.1,-12.977099236641218
Montana,2019,Overall,All Races,Age 25 and Older,12th Grade,24.9,25.5,-2.3529411764705936
Montana,2019,Overall,All Races,Age 25 and Older,< 12th Grade,35.4,33.9,4.424778761061947
Montana,2019,Overall,All Races,Age 25 and Older,> 12th Grade,11.9,13.7,-13.138686131386853
Montana,2019,Overall,All Races,All Ages,All Grades,16.6,18.0,-7.77777777777777
Montana,2019,Overall,American Indian/Alaska Native,All Ages,All Grades,41.5,39.2,5.867346938775502
Montana,2019,Overall,Asian/Pacific Islander,All Ages,All Grades,,,
Montana,2019,Overall,Hispanic,All Ages,All Grades,24.0,20.6,16.504854368932033
Montana,2019,Overall,White,All Ages,All Grades,14.5,16.5,-12.121212121212121
Nebraska,2019,Female,All Races,18 to 44 Years,All Grades,15.1,16.7,-9.580838323353293
Nebraska,2019,Female,All Races,All Ages,All Grades,13.6,14.5,-6.20689655172414
Nebraska,2019,Male,All Races,All Ages,All Grades,15.7,17.5,-10.285714285714288
Nebraska,2019,Overall,African American,All Ages,All Grades,18.1,29.3,-38.225255972696246
Nebraska,2019,Overall,All Races,18 to 24 Years,All Grades,10.3,12.8,-19.53125
Nebraska,2019,Overall,All Races,25 to 44 Years,All Grades,18.5,20.7,-10.628019323671495
Nebraska,2019,Overall,All Races,45 to 64 Years,All Grades,17.2,17.7,-2.824858757062147
Nebraska,2019,Overall,All Races,65 Years and Older,All Grades,7.7,7.8,-1.2820512820512775
Nebraska,2019,Overall,All Races,Age 20 and Older,12th Grade,21.0,20.1,4.4776119402985
Nebraska,2019,Overall,All Races,Age 20 and Older,< 12th Grade,25.3,26.3,-3.802281368821293
Nebraska,2019,Overall,All Races,Age 20 and Older,> 12th Grade,11.3,13.4,-15.671641791044774
Nebraska,2019,Overall,All Races,Age 25 and Older,12th Grade,20.5,20.2,1.4851485148514887
Nebraska,2019,Overall,All Races,Age 25 and Older,< 12th Grade,26.1,26.4,-1.1363636363636256
Nebraska,2019,Overall,All Races,Age 25 and Older,> 12th Grade,11.7,13.6,-13.97058823529412
Nebraska,2019,Overall,All Races,All Ages,All Grades,14.7,16.0,-8.125000000000004
Nebraska,2019,Overall,American Indian/Alaska Native,All Ages,All Grades,20.5,36.9,-44.44444444444444
Nebraska,2019,Overall,Asian/Pacific Islander,All Ages,All Grades,10.0,4.4,127.27272727272727
Nebraska,2019,Overall,Hispanic,All Ages,All Grades,13.1,12.2,7.377049180327871
Nebraska,2019,Overall,White,All Ages,All Grades,14.7,15.3,-3.9215686274509896
Nevada,2019,Female,All Races,18 to 44 Years,All Grades,11.8,14.7,-19.72789115646258
Nevada,2019,Female,All Races,All Ages,All Grades,13.9,14.0,-0.7142857142857117
Nevada,2019,Male,All Races,All Ages,All Grades,17.5,17.3,1.1560693641618456
Nevada,2019,Overall,African American,All Ages,All Grades,14.7,21.6,-31.944444444444454
